,index,State,Area,Year,UnemploymentRate,Change,Region,LHS,HS,SC,BD,Pop_Est,Int_Mig_Rate,Dom_Mig_Rate,MedianIncome
4662,4662,GA,Calhoun County,2007,6.6,,South,,,,,,,,
4663,4663,GA,Calhoun County,2008,8.0,1.4,South,,,,,,,,
4664,4664,GA,Calhoun County,2009,11.2,3.2,South,,,,,,,,
4665,4665,GA,Calhoun County,2010,8.8,-2.4,South,,,,,,,,
4666,4666,GA,Calhoun County,2011,8.4,-0.4,South,,,,,6625.0,0.8,-13.4,
4667,4667,GA,Calhoun County,2012,7.8,-0.6,South,24.0,40.2,25.5,10.3,6566.0,1.2,-8.6,
4668,4668,GA,Calhoun County,2013,8.1,0.3,South,24.0,40.2,25.5,10.3,6599.0,1.2,3.9,
4669,4669,GA,Calhoun County,2014,6.9,-1.2,South,24.0,40.2,25.5,10.3,6516.0,0.9,-9.1,
4670,4670,GA,Calhoun County,2015,6.0,-0.9,South,24.0,40.2,25.5,10.3,6552.0,1.5,4.9,
4671,4671,GA,Calhoun County,2016,5.6,-0.4,South,24.0,40.2,25.5,10.3,6393.0,1.5,-25.5,
4672,4672,GA,Calhoun County,2017,5.2,-0.4,South,,,,,6455.0,1.6,7.5,
4673,4673,GA,Camden County,2007,4.0,,South,,,,,,,,
4674,4674,GA,Camden County,2008,5.6,1.6,South,,,,,,,,
4675,4675,GA,Camden County,2009,8.9,3.3,South,,,,,,,,
4676,4676,GA,Camden County,2010,9.9,1.0,South,,,,,,,,
4677,4677,GA,Camden County,2011,9.6,-0.3,South,,,,,50308.0,-0.6,-16.8,
4678,4678,GA,Camden County,2012,8.6,-1.0,South,9.0,32.5,35.9,22.6,51352.0,4.9,6.2,
4679,4679,GA,Camden County,2013,7.8,-0.8,South,9.0,32.5,35.9,22.6,51413.0,2.1,-11.8,
4680,4680,GA,Camden County,2014,6.6,-1.2,South,9.0,32.5,35.9,22.6,51926.0,1.5,-0.7,
4681,4681,GA,Camden County,2015,6.0,-0.6,South,9.0,32.5,35.9,22.6,52462.0,2.6,-0.4,
4682,4682,GA,Camden County,2016,5.7,-0.3,South,9.0,32.5,35.9,22.6,52416.0,1.4,-10.8,
4683,4683,GA,Camden County,2017,5.2,-0.5,South,,,,,53044.0,0.0,3.6,
4684,4684,GA,Candler County,2007,4.4,,South,,,,,,,,
4685,4685,GA,Candler County,2008,6.3,1.9,South,,,,,,,,
4686,4686,GA,Candler County,2009,9.3,3.0,South,,,,,,,,
4687,4687,GA,Candler County,2010,8.8,-0.5,South,,,,,,,,
4688,4688,GA,Candler County,2011,9.6,0.8,South,,,,,11208.0,0.4,14.4,
4689,4689,GA,Candler County,2012,8.7,-0.9,South,24.7,35.9,25.1,14.2,11110.0,0.4,-11.7,
4690,4690,GA,Candler County,2013,8.2,-0.5,South,24.7,35.9,25.1,14.2,10970.0,1.2,-17.6,
4691,4691,GA,Candler County,2014,6.9,-1.3,South,24.7,35.9,25.1,14.2,10885.0,1.6,-10.5,
4692,4692,GA,Candler County,2015,6.0,-0.9,South,24.7,35.9,25.1,14.2,10903.0,2.1,1.0,
4693,4693,GA,Candler County,2016,4.8,-1.2,South,24.7,35.9,25.1,14.2,10915.0,2.2,-0.8,
4694,4694,GA,Candler County,2017,4.2,-0.6,South,,,,,10797.0,2.3,-13.8,
4695,4695,GA,Carroll County,2007,4.8,,South,,,,,,,,
4696,4696,GA,Carroll County,2008,6.7,1.9,South,,,,,,,,
4697,4697,GA,Carroll County,2009,11.0,4.3,South,,,,,,,,
4698,4698,GA,Carroll County,2010,11.7,0.7,South,,,,,,,,
4699,4699,GA,Carroll County,2011,11.4,-0.3,South,,,,,110758.0,0.8,-4.6,
4700,4700,GA,Carroll County,2012,10.3,-1.1,South,18.9,35.2,27.8,18.2,111452.0,0.8,-0.3,
4701,4701,GA,Carroll County,2013,9.6,-0.7,South,18.9,35.2,27.8,18.2,112300.0,1.4,2.3,
4702,4702,GA,Carroll County,2014,8.2,-1.4,South,18.9,35.2,27.8,18.2,113596.0,1.5,5.9,
4703,4703,GA,Carroll County,2015,7.0,-1.2,South,18.9,35.2,27.8,18.2,114491.0,1.6,2.9,
4704,4704,GA,Carroll County,2016,6.0,-1.0,South,18.9,35.2,27.8,18.2,116291.0,1.7,9.9,
4705,4705,GA,Carroll County,2017,5.0,-1.0,South,,,,,117812.0,1.7,7.0,
4706,4706,GA,Catoosa County,2007,3.6,,South,,,,,,,,
4707,4707,GA,Catoosa County,2008,5.1,1.5,South,,,,,,,,
4708,4708,GA,Catoosa County,2009,8.4,3.3,South,,,,,,,,
4709,4709,GA,Catoosa County,2010,8.6,0.2,South,,,,,,,,
4710,4710,GA,Catoosa County,2011,8.2,-0.4,South,,,,,64760.0,0.2,7.1,
4711,4711,GA,Catoosa County,2012,7.5,-0.7,South,14.4,31.8,34.2,19.7,64872.0,0.3,-2.2,
4712,4712,GA,Catoosa County,2013,6.7,-0.8,South,14.4,31.8,34.2,19.7,65224.0,0.2,1.8,
4713,4713,GA,Catoosa County,2014,6.1,-0.6,South,14.4,31.8,34.2,19.7,65488.0,0.2,1.0,
4714,4714,GA,Catoosa County,2015,5.0,-1.1,South,14.4,31.8,34.2,19.7,65821.0,0.3,3.5,
4715,4715,GA,Catoosa County,2016,4.8,-0.2,South,14.4,31.8,34.2,19.7,66267.0,0.4,6.4,
4716,4716,GA,Catoosa County,2017,4.2,-0.6,South,,,,,66550.0,0.4,3.4,
4717,4717,GA,Charlton County,2007,4.7,,South,,,,,,,,
4718,4718,GA,Charlton County,2008,6.7,2.0,South,,,,,,,,
4719,4719,GA,Charlton County,2009,10.9,4.2,South,,,,,,,,
4720,4720,GA,Charlton County,2010,10.6,-0.3,South,,,,,,,,
4721,4721,GA,Charlton County,2011,10.6,0.0,South,,,,,13462.0,-1.1,42.6,
4722,4722,GA,Charlton County,2012,9.3,-1.3,South,19.1,46.3,25.6,9.0,13362.0,-0.4,-9.3,
4723,4723,GA,Charlton County,2013,8.4,-0.9,South,19.1,46.3,25.6,9.0,13122.0,0.5,-20.2,
4724,4724,GA,Charlton County,2014,7.3,-1.1,South,19.1,46.3,25.6,9.0,13038.0,4.2,-10.2,
4725,4725,GA,Charlton County,2015,6.0,-1.3,South,19.1,46.3,25.6,9.0,13190.0,4.9,6.2,
4726,4726,GA,Charlton County,2016,5.6,-0.4,South,19.1,46.3,25.6,9.0,12751.0,5.2,-41.9,
4727,4727,GA,Charlton County,2017,5.1,-0.5,South,,,,,12715.0,5.3,-11.8,
4728,4728,GA,Chatham County,2007,4.0,,South,,,,,,,,
4729,4729,GA,Chatham County,2008,5.6,1.6,South,,,,,,,,
4730,4730,GA,Chatham County,2009,8.6,3.0,South,,,,,,,,
4731,4731,GA,Chatham County,2010,9.9,1.3,South,,,,,,,,
4732,4732,GA,Chatham County,2011,10.0,0.1,South,,,,,271870.0,2.2,14.0,
4733,4733,GA,Chatham County,2012,9.2,-0.8,South,10.7,25.0,31.4,32.9,276503.0,3.4,6.6,
4734,4734,GA,Chatham County,2013,8.3,-0.9,South,10.7,25.0,31.4,32.9,277963.0,2.7,-3.4,
4735,4735,GA,Chatham County,2014,7.3,-1.0,South,10.7,25.0,31.4,32.9,282858.0,3.0,8.6,
4736,4736,GA,Chatham County,2015,6.0,-1.3,South,10.7,25.0,31.4,32.9,286819.0,3.5,4.5,
4737,4737,GA,Chatham County,2016,5.2,-0.8,South,10.7,25.0,31.4,32.9,289390.0,3.1,0.4,
4738,4738,GA,Chatham County,2017,4.5,-0.7,South,,,,,290501.0,2.8,-4.0,
4739,4739,GA,Chattahoochee County,2007,9.4,,South,,,,,,,,
4740,4740,GA,Chattahoochee County,2008,12.2,2.8,South,,,,,,,,
4741,4741,GA,Chattahoochee County,2009,14.8,2.6,South,,,,,,,,
4742,4742,GA,Chattahoochee County,2010,10.9,-3.9,South,,,,,,,,
4743,4743,GA,Chattahoochee County,2011,11.6,0.7,South,,,,,11263.0,7.4,-17.3,
4744,4744,GA,Chattahoochee County,2012,11.7,0.1,South,9.8,26.7,33.4,30.1,12276.0,42.7,19.9,
4745,4745,GA,Chattahoochee County,2013,11.0,-0.7,South,9.8,26.7,33.4,30.1,12246.0,19.1,-41.1,
4746,4746,GA,Chattahoochee County,2014,9.7,-1.3,South,9.8,26.7,33.4,30.1,11714.0,15.7,-76.3,
4747,4747,GA,Chattahoochee County,2015,9.0,-0.7,South,9.8,26.7,33.4,30.1,11075.0,24.1,-99.4,
4748,4748,GA,Chattahoochee County,2016,8.2,-0.8,South,9.8,26.7,33.4,30.1,10100.0,14.5,-123.4,
4749,4749,GA,Chattahoochee County,2017,7.3,-0.9,South,,,,,10343.0,7.2,0.3,
4750,4750,GA,Chattooga County,2007,5.9,,South,,,,,,,,
4751,4751,GA,Chattooga County,2008,9.8,3.9,South,,,,,,,,
4752,4752,GA,Chattooga County,2009,13.3,3.5,South,,,,,,,,
4753,4753,GA,Chattooga County,2010,11.7,-1.6,South,,,,,,,,
4754,4754,GA,Chattooga County,2011,11.0,-0.7,South,,,,,25677.0,0.3,-12.6,
4755,4755,GA,Chattooga County,2012,10.2,-0.8,South,27.5,39.2,24.5,8.9,25619.0,0.1,-1.2,
4756,4756,GA,Chattooga County,2013,9.0,-1.2,South,27.5,39.2,24.5,8.9,25044.0,0.2,-20.1,
4757,4757,GA,Chattooga County,2014,7.6,-1.4,South,27.5,39.2,24.5,8.9,24859.0,0.2,-6.5,
4758,4758,GA,Chattooga County,2015,6.0,-1.6,South,27.5,39.2,24.5,8.9,24896.0,0.3,2.7,
4759,4759,GA,Chattooga County,2016,6.3,0.3,South,27.5,39.2,24.5,8.9,24833.0,0.3,-2.9,
4760,4760,GA,Chattooga County,2017,4.7,-1.6,South,,,,,24770.0,0.3,-3.1,
4761,4761,GA,Cherokee County,2007,3.6,,South,,,,,,,,
4762,4762,GA,Cherokee County,2008,5.3,1.7,South,,,,,,,,
4763,4763,GA,Cherokee County,2009,8.9,3.6,South,,,,,,,,
4764,4764,GA,Cherokee County,2010,8.8,-0.1,South,,,,,,,,
4765,4765,GA,Cherokee County,2011,8.2,-0.6,South,,,,,217820.0,0.9,3.8,
4766,4766,GA,Cherokee County,2012,7.1,-1.1,South,10.2,24.1,30.2,35.5,220773.0,0.5,5.9,
4767,4767,GA,Cherokee County,2013,6.1,-1.0,South,10.2,24.1,30.2,35.5,224487.0,0.5,9.5,
4768,4768,GA,Cherokee County,2014,5.5,-0.6,South,10.2,24.1,30.2,35.5,230396.0,0.6,18.0,
4769,4769,GA,Cherokee County,2015,5.0,-0.5,South,10.2,24.1,30.2,35.5,235424.0,0.8,14.9,
4770,4770,GA,Cherokee County,2016,4.2,-0.8,South,10.2,24.1,30.2,35.5,241600.0,0.8,19.4,
4771,4771,GA,Cherokee County,2017,3.7,-0.5,South,,,,,247573.0,0.8,18.2,
4772,4772,GA,Clarke County,2007,3.9,,South,,,,,,,,
4773,4773,GA,Clarke County,2008,5.1,1.2,South,,,,,,,,
4774,4774,GA,Clarke County,2009,7.6,2.5,South,,,,,,,,
4775,4775,GA,Clarke County,2010,9.3,1.7,South,,,,,,,,
4776,4776,GA,Clarke County,2011,9.3,0.0,South,,,,,118433.0,3.1,-1.9,
4777,4777,GA,Clarke County,2012,8.7,-0.6,South,13.8,21.4,24.1,40.8,120135.0,2.7,4.6,
4778,4778,GA,Clarke County,2013,7.8,-0.9,South,13.8,21.4,24.1,40.8,121094.0,3.4,-1.2,
4779,4779,GA,Clarke County,2014,6.9,-0.9,South,13.8,21.4,24.1,40.8,120721.0,3.6,-12.1,
4780,4780,GA,Clarke County,2015,6.0,-0.9,South,13.8,21.4,24.1,40.8,123875.0,3.9,16.5,
4781,4781,GA,Clarke County,2016,5.5,-0.5,South,13.8,21.4,24.1,40.8,125018.0,4.0,0.3,
4782,4782,GA,Clarke County,2017,4.8,-0.7,South,,,,,127064.0,3.9,7.5,
4783,4783,GA,Clay County,2007,5.6,,South,,,,,,,,
4784,4784,GA,Clay County,2008,7.2,1.6,South,,,,,,,,
4785,4785,GA,Clay County,2009,8.6,1.4,South,,,,,,,,
4786,4786,GA,Clay County,2010,11.6,3.0,South,,,,,,,,
4787,4787,GA,Clay County,2011,12.3,0.7,South,,,,,3159.0,-0.9,-0.9,
4788,4788,GA,Clay County,2012,12.5,0.2,South,17.7,46.0,28.9,7.4,3103.0,-1.0,-18.8,
4789,4789,GA,Clay County,2013,11.4,-1.1,South,17.7,46.0,28.9,7.4,3012.0,-1.3,-26.2,
4790,4790,GA,Clay County,2014,11.4,0.0,South,17.7,46.0,28.9,7.4,3070.0,-1.6,23.3,
4791,4791,GA,Clay County,2015,12.0,0.6,South,17.7,46.0,28.9,7.4,3072.0,-1.6,0.7,
4792,4792,GA,Clay County,2016,10.4,-1.6,South,17.7,46.0,28.9,7.4,3006.0,-1.6,-20.4,
4793,4793,GA,Clay County,2017,8.9,-1.5,South,,,,,2962.0,-1.7,-10.4,
4794,4794,GA,Clayton County,2007,5.7,,South,,,,,,,,
4795,4795,GA,Clayton County,2008,7.6,1.9,South,,,,,,,,
4796,4796,GA,Clayton County,2009,11.8,4.2,South,,,,,,,,
4797,4797,GA,Clayton County,2010,13.5,1.7,South,,,,,,,,
4798,4798,GA,Clayton County,2011,13.4,-0.1,South,,,,,262360.0,2.7,-4.4,
4799,4799,GA,Clayton County,2012,12.0,-1.4,South,16.4,31.8,32.7,19.0,265777.0,2.7,-0.2,
4800,4800,GA,Clayton County,2013,10.8,-1.2,South,16.4,31.8,32.7,19.0,264511.0,2.6,-17.8,
4801,4801,GA,Clayton County,2014,9.3,-1.5,South,16.4,31.8,32.7,19.0,267405.0,3.0,-1.9,
4802,4802,GA,Clayton County,2015,8.0,-1.3,South,16.4,31.8,32.7,19.0,273675.0,3.4,9.5,
4803,4803,GA,Clayton County,2016,6.6,-1.4,South,16.4,31.8,32.7,19.0,280006.0,3.5,10.1,
4804,4804,GA,Clayton County,2017,5.8,-0.8,South,,,,,285153.0,3.4,6.3,
4805,4805,GA,Clinch County,2007,5.3,,South,,,,,,,,
4806,4806,GA,Clinch County,2008,7.2,1.9,South,,,,,,,,
4807,4807,GA,Clinch County,2009,11.0,3.8,South,,,,,,,,
4808,4808,GA,Clinch County,2010,11.1,0.1,South,,,,,,,,
4809,4809,GA,Clinch County,2011,11.0,-0.1,South,,,,,6733.0,1.9,-11.4,
4810,4810,GA,Clinch County,2012,9.7,-1.3,South,23.6,38.6,23.4,14.4,6709.0,1.6,-10.6,
4811,4811,GA,Clinch County,2013,9.2,-0.5,South,23.6,38.6,23.4,14.4,6775.0,2.1,3.0,
4812,4812,GA,Clinch County,2014,8.4,-0.8,South,23.6,38.6,23.4,14.4,6800.0,2.4,-3.4,
4813,4813,GA,Clinch County,2015,7.0,-1.4,South,23.6,38.6,23.4,14.4,6850.0,2.5,1.5,
4814,4814,GA,Clinch County,2016,6.2,-0.8,South,23.6,38.6,23.4,14.4,6789.0,2.6,-15.5,
4815,4815,GA,Clinch County,2017,5.5,-0.7,South,,,,,6727.0,2.7,-16.3,
4816,4816,GA,Cobb County,2007,4.0,,South,,,,,,,,
4817,4817,GA,Cobb County,2008,5.6,1.6,South,,,,,,,,
4818,4818,GA,Cobb County,2009,9.1,3.5,South,,,,,,,,
4819,4819,GA,Cobb County,2010,9.3,0.2,South,,,,,,,,
4820,4820,GA,Cobb County,2011,8.8,-0.5,South,,,,,697433.0,3.2,-0.1,
4821,4821,GA,Cobb County,2012,7.7,-1.1,South,8.8,19.0,27.2,45.0,707549.0,3.3,3.0,
4822,4822,GA,Cobb County,2013,6.7,-1.0,South,8.8,19.0,27.2,45.0,717201.0,3.5,2.6,
4823,4823,GA,Cobb County,2014,5.9,-0.8,South,8.8,19.0,27.2,45.0,729904.0,3.9,6.3,
4824,4824,GA,Cobb County,2015,5.0,-0.9,South,8.8,19.0,27.2,45.0,742023.0,4.3,4.7,
4825,4825,GA,Cobb County,2016,4.6,-0.4,South,8.8,19.0,27.2,45.0,750477.0,4.3,0.2,
4826,4826,GA,Cobb County,2017,4.1,-0.5,South,,,,,755754.0,4.3,-3.9,
4827,4827,GA,Coffee County,2007,5.9,,South,,,,,,,,
4828,4828,GA,Coffee County,2008,8.3,2.4,South,,,,,,,,
4829,4829,GA,Coffee County,2009,15.4,7.1,South,,,,,,,,
4830,4830,GA,Coffee County,2010,15.8,0.4,South,,,,,,,,
4831,4831,GA,Coffee County,2011,12.9,-2.9,South,,,,,43032.0,1.2,1.0,
4832,4832,GA,Coffee County,2012,11.4,-1.5,South,21.3,39.5,26.1,13.1,43178.0,1.3,-3.2,
4833,4833,GA,Coffee County,2013,9.9,-1.5,South,21.3,39.5,26.1,13.1,43137.0,0.9,-6.3,
4834,4834,GA,Coffee County,2014,8.1,-1.8,South,21.3,39.5,26.1,13.1,42977.0,0.8,-11.1,
4835,4835,GA,Coffee County,2015,7.0,-1.1,South,21.3,39.5,26.1,13.1,43099.0,0.9,-2.0,
4836,4836,GA,Coffee County,2016,5.8,-1.2,South,21.3,39.5,26.1,13.1,43015.0,1.0,-5.7,
4837,4837,GA,Coffee County,2017,5.2,-0.6,South,,,,,43014.0,1.0,-4.6,
4838,4838,GA,Colquitt County,2007,4.5,,South,,,,,,,,
4839,4839,GA,Colquitt County,2008,6.0,1.5,South,,,,,,,,
4840,4840,GA,Colquitt County,2009,9.1,3.1,South,,,,,,,,
4841,4841,GA,Colquitt County,2010,9.7,0.6,South,,,,,,,,
4842,4842,GA,Colquitt County,2011,9.5,-0.2,South,,,,,45852.0,1.6,-4.2,
4843,4843,GA,Colquitt County,2012,8.8,-0.7,South,27.5,37.0,22.6,12.9,46127.0,1.1,-0.9,
4844,4844,GA,Colquitt County,2013,8.8,0.0,South,27.5,37.0,22.6,12.9,46252.0,1.1,-2.4,
4845,4845,GA,Colquitt County,2014,8.1,-0.7,South,27.5,37.0,22.6,12.9,46029.0,1.3,-9.6,
4846,4846,GA,Colquitt County,2015,6.0,-2.1,South,27.5,37.0,22.6,12.9,45665.0,1.6,-14.0,
4847,4847,GA,Colquitt County,2016,5.2,-0.8,South,27.5,37.0,22.6,12.9,45671.0,1.8,-5.0,
4848,4848,GA,Colquitt County,2017,4.5,-0.7,South,,,,,45835.0,1.8,-2.1,
4849,4849,GA,Columbia County,2007,3.8,,South,,,,,,,,
4850,4850,GA,Columbia County,2008,4.8,1.0,South,,,,,,,,
4851,4851,GA,Columbia County,2009,6.9,2.1,South,,,,,,,,
4852,4852,GA,Columbia County,2010,7.3,0.4,South,,,,,,,,
4853,4853,GA,Columbia County,2011,7.3,0.0,South,,,,,128914.0,1.6,22.2,
4854,4854,GA,Columbia County,2012,7.0,-0.3,South,8.1,24.5,32.3,35.1,132680.0,2.5,18.8,
4855,4855,GA,Columbia County,2013,6.5,-0.5,South,8.1,24.5,32.3,35.1,136293.0,1.5,20.3,
4856,4856,GA,Columbia County,2014,5.8,-0.7,South,8.1,24.5,32.3,35.1,139285.0,1.4,13.6,
4857,4857,GA,Columbia County,2015,5.0,-0.8,South,8.1,24.5,32.3,35.1,144007.0,2.0,25.2,
4858,4858,GA,Columbia County,2016,4.6,-0.4,South,8.1,24.5,32.3,35.1,147451.0,1.5,15.4,
4859,4859,GA,Columbia County,2017,4.2,-0.4,South,,,,,151579.0,1.0,20.7,
4860,4860,GA,Cook County,2007,5.6,,South,,,,,,,,
4861,4861,GA,Cook County,2008,7.7,2.1,South,,,,,,,,
4862,4862,GA,Cook County,2009,12.8,5.1,South,,,,,,,,
4863,4863,GA,Cook County,2010,11.7,-1.1,South,,,,,,,,
4864,4864,GA,Cook County,2011,11.3,-0.4,South,,,,,17045.0,0.8,-12.7,
4865,4865,GA,Cook County,2012,9.5,-1.8,South,23.6,39.0,23.5,13.8,16919.0,0.3,-11.0,
4866,4866,GA,Cook County,2013,8.5,-1.0,South,23.6,39.0,23.5,13.8,17069.0,0.1,6.1,
4867,4867,GA,Cook County,2014,8.1,-0.4,South,23.6,39.0,23.5,13.8,17319.0,0.2,11.4,
4868,4868,GA,Cook County,2015,7.0,-1.1,South,23.6,39.0,23.5,13.8,17097.0,0.2,-14.6,
4869,4869,GA,Cook County,2016,5.4,-1.6,South,23.6,39.0,23.5,13.8,17187.0,0.2,4.2,
4870,4870,GA,Cook County,2017,4.6,-0.8,South,,,,,17277.0,0.2,3.1,
4871,4871,GA,Coweta County,2007,4.0,,South,,,,,,,,
4872,4872,GA,Coweta County,2008,5.7,1.7,South,,,,,,,,
4873,4873,GA,Coweta County,2009,9.8,4.1,South,,,,,,,,
4874,4874,GA,Coweta County,2010,9.7,-0.1,South,,,,,,,,
4875,4875,GA,Coweta County,2011,9.1,-0.6,South,,,,,129393.0,0.5,5.2,
4876,4876,GA,Coweta County,2012,8.0,-1.1,South,11.4,31.2,29.3,28.1,130644.0,0.7,3.1,
4877,4877,GA,Coweta County,2013,7.0,-1.0,South,11.4,31.2,29.3,28.1,132996.0,1.0,11.2,
4878,4878,GA,Coweta County,2014,6.1,-0.9,South,11.4,31.2,29.3,28.1,135266.0,1.2,10.2,
4879,4879,GA,Coweta County,2015,5.0,-1.1,South,11.4,31.2,29.3,28.1,138227.0,1.3,15.2,
4880,4880,GA,Coweta County,2016,5.0,0.0,South,11.4,31.2,29.3,28.1,140472.0,1.4,10.5,
4881,4881,GA,Coweta County,2017,4.2,-0.8,South,,,,,143114.0,1.3,13.2,
4882,4882,GA,Crawford County,2007,4.7,,South,,,,,,,,
4883,4883,GA,Crawford County,2008,6.0,1.3,South,,,,,,,,
4884,4884,GA,Crawford County,2009,10.0,4.0,South,,,,,,,,
4885,4885,GA,Crawford County,2010,11.4,1.4,South,,,,,,,,
4886,4886,GA,Crawford County,2011,10.8,-0.6,South,,,,,12615.0,0.4,-3.8,
4887,4887,GA,Crawford County,2012,9.8,-1.0,South,19.5,37.6,29.9,13.1,12612.0,0.5,-3.1,
4888,4888,GA,Crawford County,2013,8.8,-1.0,South,19.5,37.6,29.9,13.1,12511.0,1.0,-10.5,
4889,4889,GA,Crawford County,2014,7.4,-1.4,South,19.5,37.6,29.9,13.1,12435.0,1.2,-6.9,
4890,4890,GA,Crawford County,2015,6.0,-1.4,South,19.5,37.6,29.9,13.1,12393.0,1.4,-6.9,
4891,4891,GA,Crawford County,2016,5.9,-0.1,South,19.5,37.6,29.9,13.1,12291.0,1.4,-8.1,
4892,4892,GA,Crawford County,2017,5.0,-0.9,South,,,,,12295.0,1.4,3.1,
4893,4893,GA,Crisp County,2007,5.8,,South,,,,,,,,
4894,4894,GA,Crisp County,2008,7.7,1.9,South,,,,,,,,
4895,4895,GA,Crisp County,2009,12.2,4.5,South,,,,,,,,
4896,4896,GA,Crisp County,2010,14.2,2.0,South,,,,,,,,
4897,4897,GA,Crisp County,2011,13.9,-0.3,South,,,,,23761.0,0.4,9.2,
4898,4898,GA,Crisp County,2012,12.5,-1.4,South,20.3,37.8,26.7,15.1,23598.0,0.4,-10.1,
4899,4899,GA,Crisp County,2013,11.2,-1.3,South,20.3,37.8,26.7,15.1,23316.0,0.8,-14.2,
4900,4900,GA,Crisp County,2014,8.8,-2.4,South,20.3,37.8,26.7,15.1,23076.0,0.6,-12.2,
4901,4901,GA,Crisp County,2015,7.0,-1.8,South,20.3,37.8,26.7,15.1,22962.0,0.7,-8.9,
4902,4902,GA,Crisp County,2016,6.0,-1.0,South,20.3,37.8,26.7,15.1,22935.0,0.7,-6.0,
4903,4903,GA,Crisp County,2017,5.2,-0.8,South,,,,,22736.0,0.7,-10.9,
4904,4904,GA,Dade County,2007,4.2,,South,,,,,,,,
4905,4905,GA,Dade County,2008,5.7,1.5,South,,,,,,,,
4906,4906,GA,Dade County,2009,10.5,4.8,South,,,,,,,,
4907,4907,GA,Dade County,2010,8.7,-1.8,South,,,,,,,,
4908,4908,GA,Dade County,2011,8.0,-0.7,South,,,,,16589.0,0.1,-2.2,
4909,4909,GA,Dade County,2012,7.6,-0.4,South,19.9,36.1,30.2,13.8,16508.0,-0.4,-7.6,
4910,4910,GA,Dade County,2013,7.1,-0.5,South,19.9,36.1,30.2,13.8,16445.0,-0.4,-1.8,
4911,4911,GA,Dade County,2014,6.3,-0.8,South,19.9,36.1,30.2,13.8,16282.0,-0.3,-9.2,
4912,4912,GA,Dade County,2015,6.0,-0.3,South,19.9,36.1,30.2,13.8,16157.0,-0.3,-4.9,
4913,4913,GA,Dade County,2016,5.0,-1.0,South,19.9,36.1,30.2,13.8,16242.0,-0.4,5.8,
4914,4914,GA,Dade County,2017,4.4,-0.6,South,,,,,16285.0,-0.4,3.6,
4915,4915,GA,Dawson County,2007,3.7,,South,,,,,,,,
4916,4916,GA,Dawson County,2008,5.9,2.2,South,,,,,,,,
4917,4917,GA,Dawson County,2009,10.0,4.1,South,,,,,,,,
4918,4918,GA,Dawson County,2010,10.9,0.9,South,,,,,,,,
4919,4919,GA,Dawson County,2011,10.1,-0.8,South,,,,,22293.0,-0.3,-2.8,
4920,4920,GA,Dawson County,2012,8.6,-1.5,South,13.5,29.0,27.6,29.8,22467.0,-0.3,6.1,
4921,4921,GA,Dawson County,2013,7.4,-1.2,South,13.5,29.0,27.6,29.8,22686.0,0.1,7.4,
4922,4922,GA,Dawson County,2014,6.1,-1.3,South,13.5,29.0,27.6,29.8,22988.0,0.4,8.5,
4923,4923,GA,Dawson County,2015,5.0,-1.1,South,13.5,29.0,27.6,29.8,23317.0,0.6,13.3,
4924,4924,GA,Dawson County,2016,4.7,-0.3,South,13.5,29.0,27.6,29.8,23613.0,0.5,10.0,
4925,4925,GA,Dawson County,2017,3.9,-0.8,South,,,,,24379.0,0.5,28.5,
4926,4926,GA,Decatur County,2007,6.0,,South,,,,,,,,
4927,4927,GA,Decatur County,2008,7.6,1.6,South,,,,,,,,
4928,4928,GA,Decatur County,2009,12.7,5.1,South,,,,,,,,
4929,4929,GA,Decatur County,2010,12.4,-0.3,South,,,,,,,,
4930,4930,GA,Decatur County,2011,12.0,-0.4,South,,,,,27657.0,0.0,-7.9,
4931,4931,GA,Decatur County,2012,10.1,-1.9,South,20.5,33.9,28.7,16.9,27456.0,-0.4,-8.9,
4932,4932,GA,Decatur County,2013,9.5,-0.6,South,20.5,33.9,28.7,16.9,27407.0,-0.1,-4.8,
4933,4933,GA,Decatur County,2014,8.1,-1.4,South,20.5,33.9,28.7,16.9,27194.0,0.0,-9.8,
4934,4934,GA,Decatur County,2015,7.0,-1.1,South,20.5,33.9,28.7,16.9,27083.0,0.1,-5.5,
4935,4935,GA,Decatur County,2016,6.6,-0.4,South,20.5,33.9,28.7,16.9,26715.0,0.1,-16.1,
4936,4936,GA,Decatur County,2017,5.6,-1.0,South,,,,,26716.0,0.1,-1.5,
4937,4937,GA,DeKalb County,2007,4.8,,South,,,,,,,,
4938,4938,GA,DeKalb County,2008,6.4,1.6,South,,,,,,,,
4939,4939,GA,DeKalb County,2009,10.0,3.6,South,,,,,,,,
4940,4940,GA,DeKalb County,2010,10.8,0.8,South,,,,,,,,
4941,4941,GA,DeKalb County,2011,10.5,-0.3,South,,,,,699684.0,6.2,-5.8,
4942,4942,GA,DeKalb County,2012,9.4,-1.1,South,11.4,20.9,26.0,41.7,710604.0,6.3,-0.5,
4943,4943,GA,DeKalb County,2013,8.4,-1.0,South,11.4,20.9,26.0,41.7,717321.0,6.2,-6.1,
4944,4944,GA,DeKalb County,2014,7.2,-1.2,South,11.4,20.9,26.0,41.7,725647.0,7.1,-4.6,
4945,4945,GA,DeKalb County,2015,6.0,-1.2,South,11.4,20.9,26.0,41.7,737418.0,7.7,-0.7,
4946,4946,GA,DeKalb County,2016,5.4,-0.6,South,11.4,20.9,26.0,41.7,746690.0,7.7,-3.9,
